34:3,8,3,3,2,4,9,3,5,4,9,9,9,5,7,4,2,2,4,5,6,2,2,7,5,9,2,2,4,4
35:6,7,4,3,3,2,2,8,1,9,3,5,8,8,5,4,1,7,5,4,8,2,3,9,9,4,5,5,6,8
36:4,7,1,9,4,6,3,5,4,3,4,1,6,5,2,4,7,8,7,8,1,1,4,8,4,9,6,1,6,4
37:5,3,5,2,7,2,9,9,5,4,1,4,6,9,8,4,5,4,7,3,1,5,8,5,3,5,5,6,1,1
38:7,9,5,3,8,2,4,8,2,6,1,4,9,3,8,1,7,7,4,2,3,3,7,8,1,3,3,1,9,8
39:4,7,5,3,7,9,9,8,2,5,4,9,3,8,4,7,8,3,6,7,2,9,9,2,6,8,9,9,1,1
40:6,3,1,9,1,8,5,2,1,3,8,3,3,2,7,2,6,4,3,2,9,1,9,8,8,2,1,2,6,6
41:3,7,1,4,6,9,3,8,2,2,3,8,5,4,6,2,9,9,3,7,6,4,7,8,5,3,7,9,4,7
42:3,6,3,6,8,8,2,4,1,7,4,8,9,8,2,9,2,1,6,6,9,1,7,7,4,9,1,7,6,1
43:1,8,3,6,1,7,7,9,1,2,6,8,9,2,4,1,4,6,2,8,6,3,1,8,6,9,2,3,7,1
44:2,7,5,1,6,5,4,8,6,1,9,9,4,9,4,1,4,7,9,8,6,4,7,8,9,7,9,7,5,1
45:6,2,7,1,7,2,9,9,7,5,3,2,6,9,4,5,2,3,3,4,2,6,1,4,9,2,9,9,2,5
46:7,2,5,3,4,8,2,5,6,4,2,1,2,2,3,2,5,9,7,5,1,1,8,8,3,7,8,8,2,2
47:4,1,8,7,5,6,9,7,3,1,1,3,2,5,1,6,4,5,7,2,9,2,1,9,3,1,8,4,8,3
48:2,6,8,1,4,5,5,7,9,8,4,4,7,5,9,1,6,7,5,2,6,9,4,1,2,2,9,5,5,9
49:1,4,7,3,1,3,3,5,2,1,1,1,4,6,7,8,7,9,9,6,5,7,1,7,1,3,7,5,2,4
50:1,7,5,1,8,9,1,8,7,8,5,7,3,9,5,6,8,2,5,9,7,6,7,7,6,6,7,6,5,3
51:7,6,2,6,9,5,6,1,4,8,6,2,2,1,1,2,2,3,8,3,6,2,7,7,4,8,9,4,2,8
52:9,9,3,9,8,7,6,4,5,2,2,5,2,6,1,7,4,9,5,6,8,7,7,7,2,2,4,2,4,9
53:2,3,5,3,1,5,1,6,3,4,7,1,2,5,2,2,2,9,9,1,1,1,9,7,9,8,3,3,8,7
54:3,5,7,8,7,5,9,9,3,9,4,6,9,9,6,9,6,3,4,5,9,8,4,8,9,3,5,9,1,6
55:9,3,4,4,3,6,1,2,4,4,9,8,2,2,7,7,1,5,4,9,8,4,6,9,3,1,1,9,7,1
56:6,6,8,8,5,3,3,5,9,1,7,6,2,2,5,7,8,4,8,8,9,8,1,1,7,1,1,6,3,6
57:8,3,8,6,9,1,6,5,6,6,8,8,2,6,2,5,1,9,4,1,1,5,9,3,6,3,9,5,2,8
58:8,3,1,7,2,2,2,9,9,2,4,4,4,8,3,2,4,5,9,1,3,7,5,2,8,2,3,9,1,6
59:4,7,6,7,5,4,2,4,6,3,4,2,3,1,8,3,5,8,6,7,4,4,6,6,8,9,6,1,3,9
60:6,3,6,1,1,1,6,4,4,1,7,4,5,8,6,8,1,9,5,9,3,4,6,4,1,2,2,3,2,1
61:9,1,9,9,5,9,4,2,8,1,8,1,9,8,9,4,7,9,8,6,7,4,9,9,5,6,9,1,5,5
62:1,8,4,9,4,5,1,2,2,8,8,8,4,7,3,7,3,7,6,5,8,8,6,2,2,4,9,1,9,6
63:1,1,1,7,2,3,5,4,8,7,5,2,9,2,6,5,2,5,8,2,9,3,9,2,1,5,7,1,3,4
64:7,1,2,3,1,8,9,2,1,4,6,8,1,6,9,7,1,8,3,1,7,3,8,5,5,3,4,4,4,9
65:5,1,7,1,1,8,7,8,4,8,6,6,2,9,5,1,8,2,7,7,3,5,2,1,5,4,9,9,8,6
66:9,9,3,9,8,7,6,4,5,2,2,5,2,6,1,7,4,9,5,6,8,7,7,7,2,2,4,2,4,2
67:6,3,3,2,4,2,2,4,8,5,8,5,6,8,3,8,5,9,4,3,8,3,9,5,7,4,6,4,5,1
68:8,8,1,7,3,1,2,2,9,5,1,4,4,3,6,5,6,8,9,1,2,6,9,9,5,8,6,5,9,5
69:3,3,9,7,1,4,7,3,5,2,3,7,9,2,5,5,6,6,1,2,9,7,7,9,1,1,3,2,1,6
70:5,8,1,2,5,7,4,1,7,3,2,8,6,2,5,8,3,3,5,7,6,5,9,2,9,5,7,5,4,4
71:7,6,5,3,6,7,8,4,7,5,5,3,3,9,6,6,1,5,3,3,8,5,7,7,5,4,9,4,9,6
72:7,5,2,7,1,1,6,9,2,9,9,1,7,3,8,9,1,4,2,5,4,3,3,6,4,4,1,4,8,7
73:7,5,8,4,6,4,8,1,3,7,2,8,1,6,4,1,4,1,5,4,5,3,6,1,6,3,3,4,4,6
74:2,7,5,2,1,6,5,1,3,7,8,8,4,2,7,2,6,4,9,6,8,1,3,6,1,4,5,1,9,9
75:9,5,2,7,2,6,9,9,1,3,1,4,5,8,5,8,2,9,2,6,8,5,8,1,6,1,3,8,7,5
76:3,4,9,9,4,7,5,6,9,9,4,9,9,7,7,9,9,8,9,9,8,7,7,9,2,8,2,6,4,5
77:6,6,9,2,5,4,3,1,9,6,2,3,8,7,6,6,1,2,1,1,7,7,9,8,6,3,8,1,3,6
78:9,5,2,7,2,6,9,9,1,3,1,4,5,8,5,8,2,9,2,6,8,5,8,1,6,1,3,8,7,2
79:6,4,3,3,5,5,6,2,3,5,6,1,4,5,9,1,7,6,2,1,1,3,6,6,5,9,7,1,1,3
80:4,5,2,3,8,9,4,4,4,4,4,7,8,7,9,6,7,1,3,7,9,5,8,5,1,7,6,7,1,5
81:4,9,3,9,9,9,6,3,7,2,8,5,2,7,3,1,4,6,9,9,7,5,4,6,8,8,9,4,5,5
82:2,3,2,2,8,8,8,9,9,1,9,6,3,1,7,4,6,3,9,1,8,4,1,4,9,4,7,3,4,7
83:6,6,9,2,5,4,3,1,9,6,2,3,8,7,6,6,1,2,1,1,7,7,9,8,6,3,8,1,3,3
84:6,7,2,4,6,5,5,5,3,6,6,1,8,9,9,2,2,4,8,3,6,8,7,4,2,2,6,3,5,1
85:5,2,8,9,8,3,8,1,1,3,6,4,3,8,6,2,6,4,9,4,9,2,3,2,7,2,3,3,1,2
86:4,7,6,3,2,6,8,1,4,1,5,4,8,8,7,4,1,6,8,8,4,6,4,6,6,8,3,8,7,6
87:3,8,8,9,4,2,9,3,7,1,2,2,1,1,3,5,9,5,1,2,7,4,4,2,1,8,2,3,2,4
88:9,5,5,8,5,9,3,7,5,5,5,7,5,6,4,6,8,6,6,9,3,4,9,4,9,9,1,8,9,4
89:5,1,7,1,1,8,7,8,4,8,6,6,2,9,5,1,8,2,7,7,3,5,2,1,5,7,9,9,8,7
90:3,8,8,9,4,2,9,3,7,1,2,2,1,1,3,5,9,5,1,2,7,4,4,2,1,8,2,3,2,8
91:1,8,4,9,4,5,1,2,2,8,8,8,4,7,3,7,3,7,6,5,8,8,6,2,2,4,9,1,9,5
92:1,9,8,5,9,4,5,5,3,5,7,4,9,7,6,2,8,2,2,5,5,2,2,7,2,6,4,2,8,6
93:6,5,5,4,2,9,3,9,5,7,9,1,3,8,5,2,5,8,5,7,7,6,8,3,6,1,4,8,8,7
94:1,9,8,4,2,5,4,6,5,1,5,1,9,5,6,1,1,9,9,8,6,2,8,9,7,3,6,6,7,2
95:8,9,6,6,3,1,5,7,8,4,2,8,4,8,5,9,6,9,1,2,8,7,5,1,6,8,6,3,9,4
96:6,1,9,9,9,7,8,1,5,5,8,9,7,2,1,4,4,8,4,2,4,3,7,7,9,3,2,1,2,1
97:9,8,7,4,3,8,7,3,3,1,9,4,3,2,5,6,4,1,5,4,5,9,9,5,6,3,3,5,7,3
98:7,7,5,7,8,5,7,1,8,8,7,7,5,4,7,4,4,2,2,6,5,9,8,9,6,7,1,5,9,8
99:1,4,9,7,1,1,9,9,7,9,6,8,7,2,9,8,6,2,1,7,6,2,4,5,4,4,9,1,2,1
100:7,7,5,7,8,5,6,1,8,8,7,7,5,4,7,4,4,2,2,6,5,9,8,9,6,7,1,5,9,2
101:7,6,2,6,9,5,6,1,4,8,6,2,2,3,1,2,2,3,8,3,6,2,7,7,4,8,9,4,2,3
102:4,1,8,7,5,6,9,7,3,1,1,3,2,5,1,6,4,5,7,2,9,2,1,9,3,1,8,4,8,3
103:1,6,7,1,5,2,5,7,7,8,7,9,9,6,1,5,4,9,3,1,5,9,7,7,2,9,4,1,1,1
104:1,1,7,1,5,4,2,2,8,2,7,8,7,7,4,7,8,4,1,6,8,1,5,1,6,7,3,5,4,9
105:5,1,6,8,2,6,7,6,1,9,8,1,4,8,6,6,1,7,9,8,3,2,6,7,1,7,8,9,3,6
106:7,3,1,3,6,1,4,9,1,6,2,3,9,9,4,8,2,1,9,5,3,4,5,9,3,4,9,1,4,9
107:6,9,2,5,2,6,7,8,1,2,5,8,9,8,7,7,4,7,8,3,7,2,8,2,1,4,3,1,7,9
108:2,3,1,8,5,3,6,9,3,1,3,3,3,7,9,9,8,4,1,1,2,6,3,3,1,2,2,7,1,2
109:8,3,5,2,7,2,9,9,5,4,1,4,6,9,8,4,5,4,7,3,1,5,8,5,3,5,5,6,1,4
110:2,5,4,2,6,3,3,1,2,7,8,1,9,5,5,7,6,5,3,1,3,4,5,4,4,9,8,6,6,9
111:2,3,4,2,8,3,2,5,4,4,5,1,6,8,5,5,4,5,7,9,3,3,4,4,1,4,5,4,8,1
112:6,2,3,3,3,4,4,9,1,2,3,8,9,6,6,2,4,2,6,6,7,7,5,2,9,3,5,1,4,3
113:7,2,5,3,4,8,2,5,6,4,2,1,2,2,3,7,5,9,7,5,1,1,8,8,3,7,8,8,2,2
114:1,2,2,4,4,3,4,7,1,6,1,6,9,2,6,4,5,4,9,7,1,2,1,7,8,5,7,9,6,5
115:7,7,1,6,1,2,1,1,3,1,6,9,9,5,4,8,9,4,4,7,9,4,9,9,6,9,4,5,6,4
116:7,6,5,5,4,4,8,4,9,8,5,3,9,2,1,4,2,9,1,6,3,3,8,4,2,9,3,5,1,4
117:3,5,5,7,3,7,8,2,3,6,9,4,2,3,6,3,2,3,3,3,6,4,1,2,9,9,3,1,6,6
118:1,3,2,6,1,2,6,8,3,2,9,4,6,5,6,1,7,4,3,7,7,3,1,3,4,1,4,1,1,1
119:5,2,3,6,3,8,8,9,7,5,2,2,5,4,4,2,5,5,4,7,8,4,1,3,4,6,9,8,2,1
120:1,2,3,7,5,2,2,4,2,5,1,2,7,3,6,9,2,7,4,2,5,9,2,7,5,2,4,5,3,4
121:5,9,4,4,8,9,2,2,9,8,7,1,1,9,1,1,5,6,1,5,6,3,1,6,7,3,7,8,5,6
122:9,5,4,3,8,6,6,2,5,8,8,6,9,4,6,4,8,4,1,2,8,7,6,8,9,4,8,7,1,1
123:1,9,8,4,2,5,4,6,5,1,5,1,9,5,6,1,1,9,9,8,6,2,8,9,7,3,6,6,7,4
124:1,1,6,7,8,3,4,5,4,9,8,4,7,7,6,9,9,3,5,7,9,9,1,4,3,6,1,5,6,1
125:3,3,8,7,2,2,4,4,7,6,2,3,7,2,2,9,8,3,7,4,7,6,7,2,6,3,3,8,2,5
126:8,3,2,5,4,6,6,7,5,8,6,1,8,2,4,6,5,6,3,5,1,5,7,9,8,1,6,3,4,4
127:1,4,8,2,8,8,2,6,5,5,3,9,4,5,1,8,2,8,6,8,4,6,1,7,4,1,7,1,8,9
128:7,9,9,3,8,3,5,9,7,8,9,5,7,2,1,5,8,3,8,7,9,2,2,9,2,6,2,2,1,5
129:1,5,5,1,2,3,9,8,5,6,2,2,7,5,8,1,3,8,8,2,8,5,4,6,2,1,6,2,7,5
130:8,8,8,9,9,9,5,1,1,1,8,4,2,5,3,3,3,3,5,6,4,1,9,5,8,5,2,8,2,8
131:4,6,6,1,2,5,1,5,3,1,3,8,1,7,2,2,8,5,6,3,4,9,2,1,8,6,2,2,2,1
132:9,1,9,9,5,9,4,2,8,1,8,1,9,8,9,4,7,9,8,6,7,4,9,9,5,6,9,1,5,4
133:5,2,2,7,5,8,1,9,9,4,2,9,1,3,7,8,7,4,6,5,2,2,1,6,3,6,7,7,1,2
134:6,1,5,8,6,2,3,4,9,8,5,6,8,2,6,5,2,9,8,4,5,4,6,2,7,6,3,2,3,9
135:3,8,8,3,4,5,8,8,7,2,6,6,9,8,1,4,4,7,8,3,4,8,7,5,4,1,9,8,1,2
136:1,8,3,6,2,6,1,8,3,4,6,6,7,2,2,5,9,9,3,1,3,6,8,5,2,7,7,3,2,1
137:3,4,1,1,6,5,2,9,9,6,1,7,7,3,3,5,1,6,8,5,3,8,6,5,7,8,6,5,2,1
138:6,2,7,1,7,9,9,9,7,5,3,2,6,9,4,5,2,3,3,4,2,6,1,4,9,2,9,9,2,3
139:2,1,5,9,8,9,3,3,3,1,4,4,5,8,7,5,5,9,7,7,3,2,9,2,5,1,7,8,7,8
140:6,7,4,4,1,7,7,9,8,3,5,4,4,5,3,4,3,4,4,8,8,9,2,3,2,8,4,3,7,6
141:8,2,8,9,7,1,7,6,8,6,1,4,6,3,9,7,5,5,4,9,1,1,2,4,4,6,6,7,6,8
142:1,8,3,6,2,6,1,2,1,4,3,1,9,1,7,4,1,9,5,5,2,4,5,4,9,4,8,7,3,9
143:4,2,5,6,2,9,8,1,4,3,5,9,7,8,3,5,7,9,5,7,4,7,3,9,1,5,2,6,7,6
144:5,4,4,8,6,2,9,5,2,1,8,6,3,9,1,7,5,8,6,6,9,9,3,6,3,3,6,6,4,7
145:7,5,2,7,1,1,6,9,2,7,9,1,7,3,8,9,1,4,2,5,4,3,3,6,4,4,1,4,8,7
146:9,2,4,3,7,7,5,1,5,8,6,6,2,9,7,7,2,1,2,3,7,6,5,3,7,9,8,8,8,2
147:4,4,2,6,6,9,6,1,4,6,7,8,5,7,5,5,5,1,4,9,1,9,8,3,7,2,4,1,6,4
148:2,3,4,6,4,3,4,6,2,7,4,8,2,3,4,7,2,2,9,6,7,8,5,7,6,3,1,8,5,2
149:3,7,5,8,5,3,8,7,9,8,6,7,5,6,7,2,8,6,5,1,8,6,5,1,7,2,2,7,3,6
150:8,5,6,7,4,7,6,1,9,8,9,5,4,8,5,7,4,6,9,5,7,2,6,1,9,7,4,2,7,5
151:6,5,8,4,6,4,8,1,3,7,2,8,1,6,4,1,4,1,5,4,5,3,6,1,6,3,3,4,4,6
152:9,4,9,1,4,9,1,3,2,7,6,8,6,9,9,7,4,4,1,3,8,9,8,4,5,1,1,1,7,7
153:6,5,7,7,5,9,3,6,5,8,7,5,6,5,9,1,1,5,1,9,1,4,7,5,9,5,9,6,4,9
154:1,4,6,4,4,6,2,1,3,2,3,8,9,7,3,1,3,6,6,8,8,1,1,5,2,7,8,5,9,8
155:3,4,2,8,7,2,2,9,7,5,5,9,2,4,3,3,1,6,4,8,4,6,9,2,9,7,3,3,1,7
156:9,1,1,4,4,1,2,8,5,9,7,2,1,2,1,9,4,3,9,2,1,8,5,9,6,3,4,2,7,9
157:8,8,1,7,3,1,2,2,9,5,1,9,4,3,6,5,6,8,9,1,2,6,9,9,5,8,6,5,9,5
158:3,9,9,4,4,2,5,2,3,6,9,8,7,2,3,4,3,5,1,9,2,3,3,6,6,7,9,2,6,7
159:6,7,6,3,3,3,2,9,3,4,5,7,3,5,4,4,3,5,2,1,6,2,6,1,5,4,7,4,4,7
160:2,6,8,2,2,6,5,7,6,7,7,8,7,5,7,5,3,6,9,3,1,3,5,9,1,9,1,4,3,6
161:3,2,2,6,8,2,4,7,4,2,2,1,2,6,7,1,2,7,2,9,6,5,5,1,6,1,4,5,4,2
162:5,1,3,4,9,7,1,1,4,3,1,4,6,4,2,1,1,7,5,7,3,8,2,1,2,6,5,6,1,8
163:8,7,6,4,9,4,6,9,2,4,1,1,5,4,2,7,4,7,2,6,2,8,5,5,1,2,4,3,5,9
164:1,3,3,1,9,1,5,8,7,3,1,4,8,2,9,8,8,8,1,2,1,8,3,8,3,4,6,8,7,5
165:5,1,3,4,9,7,1,1,4,3,3,4,6,4,2,1,1,7,5,7,3,8,2,1,2,6,5,6,1,8
166:4,6,7,8,5,7,8,8,5,1,7,2,6,6,2,1,9,3,8,7,4,1,6,7,4,4,2,4,8,7
167:3,5,1,3,3,1,4,4,7,6,6,1,5,2,4,9,2,7,3,5,4,1,9,8,7,4,9,8,2,7
168:4,9,3,9,9,9,6,3,7,2,8,5,2,7,3,1,4,6,9,4,7,5,4,6,8,8,9,4,5,9
169:2,6,9,1,8,1,1,7,3,6,7,5,1,4,8,7,6,5,4,9,9,8,6,3,6,1,8,7,4,3
170:1,8,3,6,2,6,1,8,3,4,6,6,7,2,2,5,9,9,3,1,3,6,8,5,2,7,7,3,2,8
171:8,4,5,3,4,3,4,2,8,5,6,2,2,1,4,8,9,5,2,5,6,8,6,8,2,5,7,2,9,3
172:1,2,4,7,5,7,3,1,2,5,7,6,3,5,4,9,4,5,3,1,8,7,6,6,6,4,9,8,5,1
173:2,4,9,2,9,5,2,9,8,9,2,7,8,1,6,6,6,2,7,8,2,9,3,7,1,7,1,5,3,2
174:7,1,2,3,1,8,9,2,1,4,6,8,1,6,9,7,1,8,3,1,7,3,8,5,5,3,4,4,4,1
175:1,8,8,1,3,8,7,9,8,3,4,4,2,6,5,7,1,8,9,2,1,1,6,9,7,2,5,8,2,4
176:7,7,8,9,8,7,6,1,3,4,3,8,6,8,4,9,4,7,7,3,5,3,9,4,5,8,5,9,5,6
177:1,1,1,1,7,3,4,7,4,9,1,6,5,3,9,8,9,3,8,9,7,8,1,4,6,4,3,2,2,2
178:5,9,8,2,8,5,1,1,4,4,8,2,7,8,5,6,1,1,8,4,2,5,4,2,2,5,9,7,8,5
179:9,5,1,6,8,4,8,9,8,5,3,2,9,8,1,1,9,4,9,4,7,6,9,7,6,7,7,4,5,4
180:3,1,1,3,3,1,2,2,5,9,6,6,2,2,6,5,9,1,9,7,9,8,6,6,2,8,4,7,7,8
181:6,7,9,6,4,6,7,7,6,4,2,8,2,1,8,2,6,9,5,7,6,3,9,2,9,4,6,6,3,5
182:5,1,7,1,1,8,7,8,4,8,6,6,2,9,5,1,8,2,7,7,3,5,2,1,5,4,9,9,8,7
183:6,7,9,6,4,6,7,7,6,4,2,8,2,1,8,2,6,9,5,7,6,3,9,2,9,4,6,6,3,5
184:3,1,1,1,5,8,5,7,7,2,3,1,3,9,4,9,6,1,9,7,3,8,5,1,1,6,6,5,2,9
185:7,9,2,6,9,1,9,9,6,9,6,1,1,5,9,3,3,5,7,7,3,2,8,9,7,3,5,8,7,6
186:2,3,8,8,3,3,8,9,8,1,4,1,6,6,7,7,3,9,2,7,4,9,3,6,7,5,6,5,5,6
187:2,7,2,2,1,4,8,3,8,4,9,1,3,7,9,1,4,8,1,4,4,7,8,2,7,9,9,3,9,9
188:1,1,2,6,8,6,1,7,1,5,5,8,8,3,1,5,8,1,7,5,6,9,5,3,3,9,2,6,4,2
189:2,7,5,6,5,3,5,9,6,3,8,2,3,3,6,2,5,4,7,5,5,9,1,6,7,6,2,1,8,5
190:2,3,2,2,8,8,8,9,9,1,9,6,3,1,7,4,6,3,9,1,8,4,1,4,9,4,7,3,4,8
191:9,1,3,3,7,7,5,4,8,3,5,6,9,6,6,5,2,3,6,1,8,1,5,2,4,8,7,4,8,3
192:4,3,2,9,5,1,4,7,3,2,4,3,9,1,9,4,3,1,3,2,3,7,8,8,9,1,6,6,2,4
193:5,9,4,4,8,9,2,2,9,8,7,1,1,9,1,1,5,6,1,5,6,3,1,6,7,3,7,8,5,8
194:9,5,2,2,2,7,2,3,6,4,6,5,9,5,3,5,6,9,6,7,4,6,5,2,9,4,3,5,9,2
195:5,3,8,3,9,4,1,4,4,3,2,1,4,6,5,3,7,6,6,6,2,2,7,7,7,5,5,6,9,6
196:9,5,1,6,8,4,8,9,8,5,3,2,9,8,1,1,9,4,9,4,7,6,9,7,6,7,7,4,5,1
197:1,5,5,1,2,3,9,8,5,6,2,2,7,5,8,1,3,8,8,2,8,5,4,6,2,1,6,2,7,5
198:3,4,8,4,7,7,1,5,6,6,6,6,8,8,1,4,5,1,1,9,6,1,5,9,7,6,5,9,3,9
199:3,1,1,2,6,9,1,9,6,2,5,1,3,7,4,9,2,6,7,6,8,8,2,4,3,3,7,2,9,4
200:8,8,1,7,3,1,2,2,9,5,1,4,4,3,6,5,6,8,9,1,2,6,9,9,5,8,6,5,9,9
201:8,9,1,4,4,9,2,5,2,5,4,7,5,2,6,2,4,1,9,5,9,5,2,6,1,8,8,2,4,8
202:7,2,5,3,4,8,2,5,6,4,2,1,2,2,3,7,5,9,7,5,1,1,8,8,3,7,8,8,2,2
203:8,2,5,7,1,3,3,6,9,9,5,9,2,7,3,7,8,9,7,8,6,1,5,2,9,3,3,3,6,9
204:3,5,7,1,5,3,8,3,2,4,8,5,1,2,5,8,6,4,4,5,2,1,6,8,9,2,1,5,2,1
205:5,1,8,3,1,9,4,3,4,1,4,8,8,4,3,6,1,4,6,9,4,5,5,2,4,6,3,7,5,5
206:1,7,8,8,2,8,3,5,8,5,3,7,6,4,8,3,6,6,9,5,3,8,2,1,3,3,6,2,3,1
207:7,5,1,3,4,5,6,7,7,7,1,2,9,7,9,9,8,8,9,2,8,2,3,3,5,4,7,4,8,6
208:7,3,6,5,7,3,7,4,6,9,2,2,1,2,6,4,4,4,7,4,3,4,2,5,3,8,9,9,6,4
209:1,8,9,5,1,2,7,2,9,6,5,9,7,3,8,8,4,8,5,7,8,4,7,7,9,4,5,8,5,4
210:7,5,2,7,1,1,6,9,2,9,9,1,7,3,8,9,1,4,2,5,4,3,3,6,4,4,1,4,8,3
211:1,2,4,8,5,7,3,1,2,5,7,6,3,5,4,9,4,5,3,1,8,7,6,6,6,4,9,8,5,4
212:5,4,8,2,1,2,8,9,4,5,1,8,2,9,6,6,6,6,7,1,6,2,2,9,4,6,4,3,5,6
213:8,5,8,9,9,8,6,1,2,1,8,2,6,6,9,6,4,4,4,6,5,1,8,7,6,8,1,6,3,5
214:4,5,8,4,5,5,1,8,8,7,5,7,1,1,5,8,2,7,7,1,3,7,2,9,4,6,9,3,6,2
215:5,7,7,3,5,7,9,4,4,3,9,7,7,5,4,4,7,8,9,3,2,2,3,2,2,2,8,7,4,1
216:6,4,5,6,1,5,8,5,1,2,7,1,4,7,3,4,7,8,3,5,2,7,3,1,1,2,6,4,1,1
217:8,3,6,7,8,9,6,8,6,8,6,8,1,6,5,5,5,4,5,1,4,7,6,5,8,1,6,9,3,9
218:9,4,4,6,3,2,3,8,8,8,2,1,6,6,6,4,7,7,4,3,6,9,1,4,1,9,5,1,2,8
219:7,5,2,4,7,8,3,8,6,5,7,5,5,9,5,1,4,4,7,5,3,8,4,2,5,3,5,6,4,9
220:2,9,8,6,1,4,3,3,4,6,8,4,6,8,9,7,4,6,7,4,6,1,5,3,9,9,1,5,8,5
221:3,5,7,8,7,5,9,9,3,9,4,6,9,9,6,9,6,3,4,5,9,8,4,8,9,3,5,9,1,9
222:5,2,6,4,1,7,2,4,2,1,4,4,5,7,5,1,4,8,1,3,8,9,8,7,8,5,1,5,9,6
223:4,2,2,9,1,8,4,8,1,9,5,7,8,4,5,1,8,9,2,4,1,6,8,7,1,4,5,5,8,5
224:6,1,9,9,9,7,8,1,5,5,8,9,7,2,1,4,4,8,4,2,4,3,7,7,9,3,8,1,2,1
225:4,5,2,3,1,9,4,4,4,4,4,7,8,7,9,6,7,1,3,7,9,5,8,5,1,7,6,7,1,5
